lag_bp,acf
0,1
200,0.617358217333569
400,0.501367842693362
600,0.465038281659165
800,0.439966006486912
1000,0.421320066298335
1200,0.404765259747897
1400,0.391796272627364
1600,0.380872557471786
1800,0.373261930815531
2000,0.36655076318126
2200,0.361340834307511
2400,0.356577500101279
2600,0.35256111123535
2800,0.349098298422114
3000,0.348593348559413
3200,0.347471189288035
3400,0.345906085920898
3600,0.343354696298072
3800,0.342387984424792
4000,0.340954252926142
4200,0.339330594314251
4400,0.337313291574525
4600,0.335917363886449
4800,0.333597887327141
5000,0.332966434033099
5200,0.33274049387577
5400,0.331937130763948
5600,0.331011975006216
5800,0.328979582092549
6000,0.327109160655776
6200,0.326202690752271
6400,0.325504317612082
6600,0.32420938505736
6800,0.323471015375723
7000,0.32349890595519
7200,0.322907600514996
7400,0.321736469857854
7600,0.320774666613873
7800,0.320582118717493
8000,0.320096823968178
8200,0.320193857947721
8400,0.3191246325349
8600,0.317967346557417
8800,0.318977594289594
9000,0.318591930017908
9200,0.318553960398383
9400,0.31767577810669
9600,0.316487068370681
9800,0.315238209975399
10000,0.315666276788135
10200,0.315456886644919
10400,0.314414827724786
10600,0.313901712651541
10800,0.3143747381608
11000,0.313760263400236
11200,0.312724576316585
11400,0.313077871819626
11600,0.312413903007647
11800,0.311153828173645
12000,0.310827850709781
12200,0.310133433241629
12400,0.309220925096572
12600,0.309255013941605
12800,0.308439235824551
13000,0.309055477526409
13200,0.308388228151477
13400,0.308281621905476
13600,0.308487616924543
13800,0.30813973332659
14000,0.306856029870865
14200,0.306152432672757
14400,0.30595785670081
14600,0.304718136833326
14800,0.305115788423595
15000,0.305598909002586
15200,0.304949189495274
15400,0.304522662129712
15600,0.303928145159269
15800,0.302726701114146
16000,0.302007513913367
16200,0.302091817201155
16400,0.302924936512623
16600,0.303012221587394
16800,0.302754253355311
17000,0.303061450667037
17200,0.301808884104825
17400,0.301352275476726
17600,0.30177957936058
17800,0.301745862549359
18000,0.300992942044278
18200,0.300423548506382
18400,0.300290438330221
18600,0.300663957855639
18800,0.300317872479774
19000,0.299826394120425
19200,0.299589489531087
19400,0.298569770325948
19600,0.29855908207542
19800,0.298614751825327
20000,0.298840063077645
20200,0.298351384656222
20400,0.297638497935626
20600,0.296554540641149
20800,0.296308838092383
21000,0.295950833372252
21200,0.295788354481239
21400,0.29525065961741
21600,0.294636142457516
21800,0.294314130383176
22000,0.29354390516218
22200,0.293320952577107
22400,0.292579540291936
22600,0.292700025455773
22800,0.292869093975389
23000,0.293187707835362
23200,0.29319268525814
23400,0.293328521625191
23600,0.292761257381753
23800,0.29296226294843
24000,0.292102053217242
24200,0.291919764074598
24400,0.292904511844777
24600,0.292774745929237
24800,0.292172320540155
25000,0.291632780461027
25200,0.290391625377173
25400,0.290314138002272
25600,0.289438289060429
25800,0.289764132038435
26000,0.289270615865633
26200,0.289170017574861
26400,0.288660796782475
26600,0.287730505683156
26800,0.288119765779299
27000,0.288516993178199
27200,0.288846102953355
27400,0.289437456003727
27600,0.288025322005034
27800,0.287730683303381
28000,0.289037944126004
28200,0.288695549683782
28400,0.288237315080073
28600,0.287231275001344
28800,0.287940347220769
29000,0.287920386835817
29200,0.288150583920816
29400,0.287203255182563
29600,0.286773114302542
29800,0.286499746266404
30000,0.28639237658922
30200,0.285385625267061
30400,0.28512540469949
30600,0.284875065260539
30800,0.285314628868512
31000,0.285173456592775
31200,0.28514564211959
31400,0.283796754904881
31600,0.284631237825306
31800,0.284275481275683
32000,0.283135212977463
32200,0.283611226273478
32400,0.283287409642268
32600,0.282676996121626
32800,0.282694459562697
33000,0.282371187890221
33200,0.281534863101878
33400,0.281383520361258
33600,0.280822085862742
33800,0.280852927712963
34000,0.28150695534848
34200,0.281514123958884
34400,0.280465954428533
34600,0.281438552356758
34800,0.281379159668026
35000,0.281710361021695
35200,0.281321725734399
35400,0.280650729505752
35600,0.280488032395262
35800,0.280010815708392
36000,0.280142683976024
36200,0.280280665910627
36400,0.279772799666158
36600,0.279221286574672
36800,0.277314355401477
37000,0.277585737351264
37200,0.278656274152038
37400,0.27825704204188
37600,0.278533509715204
37800,0.278853082111981
38000,0.27742242015167
38200,0.277348833720409
38400,0.277173614979135
38600,0.276996369490512
38800,0.276634728868565
39000,0.276743372222071
39200,0.276289332234408
39400,0.276113057569606
39600,0.275812223323094
39800,0.275631058321698
40000,0.275680636049355
40200,0.275424738708503
40400,0.275904181498588
40600,0.275693412603165
40800,0.275914416522756
41000,0.274718484849721
41200,0.274940868921475
41400,0.27489675658032
41600,0.275334494243292
41800,0.276389560780415
42000,0.276664081624317
42200,0.275741177462151
42400,0.27557805090796
42600,0.275585569857814
42800,0.274912175137065
43000,0.274221920311074
43200,0.273879658839862
43400,0.273487498247641
43600,0.272624101821525
43800,0.272436995709809
44000,0.272311610287817
44200,0.272083353371752
44400,0.272789981013541
44600,0.27330144140791
44800,0.273501014611537
45000,0.272525098078377
45200,0.272935244896443
45400,0.271642181785769
45600,0.27126111021818
45800,0.27220546934642
46000,0.27154144738004
46200,0.27161094537326
46400,0.271400871450921
46600,0.271668414090609
46800,0.271008285283171
47000,0.270613322601852
47200,0.270406266097027
47400,0.269899226249536
47600,0.270021969223931
47800,0.270167873437243
48000,0.270255633090662
48200,0.270075026716323
48400,0.269043831683899
48600,0.268465313421663
48800,0.268939672362213
49000,0.269106063443489
49200,0.268693101766802
49400,0.268835288986327
49600,0.268376972405834
49800,0.268957525445746
50000,0.268714563640141
50200,0.269073487328436
50400,0.269198680607193
50600,0.268669924671154
50800,0.266898285492635
51000,0.267192376084095
51200,0.267030312796598
51400,0.266976392426492
51600,0.267096889698247
51800,0.267134067004778
52000,0.266682846149979
52200,0.266778671847621
52400,0.266877056640637
52600,0.266918289620315
52800,0.266657324098867
53000,0.266477439779753
53200,0.265949920912741
53400,0.265780514748179
53600,0.265335661525528
53800,0.266416991687337
54000,0.266761455975549
54200,0.266793774482778
54400,0.266711231208033
54600,0.266002326137395
54800,0.266270426501427
55000,0.265683741642304
55200,0.265654634740724
55400,0.265370859489281
55600,0.265367890840261
55800,0.264482422507451
56000,0.26342592630248
56200,0.263467915272702
56400,0.263220499869804
56600,0.26325489185891
56800,0.263771219328912
57000,0.263473091777985
57200,0.263456579746726
57400,0.262539996248344
57600,0.262301363460411
57800,0.263029889863825
58000,0.263250747512772
58200,0.263231859214797
58400,0.263175027573194
58600,0.263085787573415
58800,0.263217324861496
59000,0.262578331177256
59200,0.262033656455486
59400,0.26295314459961
59600,0.262684561254042
59800,0.261333773318584
60000,0.261655072814529
60200,0.262414305976579
60400,0.261645379807853
60600,0.261175711347726
60800,0.261229164932397
61000,0.2614443824686
61200,0.261410603083541
61400,0.260226308167713
61600,0.260488679625049
61800,0.261435991296557
62000,0.260809386764557
62200,0.260314077774507
62400,0.26057359828523
62600,0.260692854301638
62800,0.26098412180422
63000,0.260376242364122
63200,0.260225197195937
63400,0.259652974870085
63600,0.259462637750081
63800,0.25928178767321
64000,0.259566177459048
64200,0.259329808766627
64400,0.260213987296013
64600,0.259528570046142
64800,0.259526325167859
65000,0.259102860218119
65200,0.258771545283975
65400,0.258337291707018
65600,0.258520906816307
65800,0.259876820842997
66000,0.258931613608459
